Center,Center.Name,Mall.Code,City,State,Intersecting.Streets,MSA,Center.Classification,Design.Type,Year.Opened,GLA.sqft,Stores,OD.Company,DistBetween
Lancaster,East Towne Centre,PA0043,Lancaster,PA,Rte. 30 & S. Oakview Rd.,"lancaster, pa",Power Center,Open,1974,317608,14,Pennmark Managment Co.,0.8463910537093087
Lancaster,Rockvale Outlets Lancaster,PA0012,Lancaster,PA,Rt. 30 & 896 (Hartman Bridge Rd.),"lancaster, pa",Value-Retail Center,Open,1985,566000,120,PA Outlet Management Company,1.3599509850035867
Lancaster,Red Rose Commons,PA0111,Lancaster,PA,Rte. 30 @ Fruitville Pike,"lancaster, pa",Power Center,Open,1998,463042,14,"The Goldenberg Group, Inc.",5.94982410068214
Lancaster,The Crossings at Conestoga Creek,PA9486,Lancaster,PA,Harrisburg Pike & Route 30,"lancaster, pa",Lifestyle/Specialty Center,Open,2018,211000,20,"High Real Estate Group, LLC",6.777573934319322
Lancaster,Park City Center,PA0640,Lancaster,PA,U.S. Rte. 30 & Harrisburg Pike,"lancaster, pa",Super-Regional Center,Enclosed,1971,1433996,167,GGP,6.8751045251028975
Lancaster,West Sadsbury Commons,PA0095,West Sadsbury,PA,Routes 30 & 10,"philadelphia-camden-wilmington, pa-nj-de-md",Power Center,Open,2002,441419,32,"Wolfson Group, Inc.",15.483596452069913
Lancaster,Oxford Commons,PA0112,Lower Oxford,PA,Routes 10 & 1,"philadelphia-camden-wilmington, pa-nj-de-md",Power Center,Open,2012,406826,18,"Wolfson Group, Inc.",20.395587951267803
Lancaster,Lebanon Plaza,PA0680,Lebanon,PA,Rt. 72 (Quentin Rd.) & Summit St.,"lebanon, pa",Power Center,Open,1966,370000,22,Welco Realty Inc.,23.01694443470362
Lancaster,York Town Center,PA9453,York,PA,US Route 30 & PA Route 24,"york-hanover, pa",Power Center,Open,2007,295000,25,CBL Properties,23.922775230286938
Lancaster,York Mall,PA1660,York,PA,E. Market St. & Northern Way,"york-hanover, pa",Regional Center,Open,1968,603435,22,The Kroenke Group,24.169061410548007
Lancaster,York Galleria,PA0004,York,PA,Rtes. 30 & 24,"york-hanover, pa",Regional Center,Enclosed,1989,764445,94,CBL Properties,24.20936225906062
Lancaster,Berkshire Mall/Berkshire Mall West,PA1620,Wyomissing,PA,US 422 & State Hill Rd.,"reading, pa",Regional Center,Enclosed,1972,910000,103,Allied Properties,25.492486214448103
Lancaster,VF Outlet Village,PA0114,Reading,PA,Hill Ave. & Park Rd.,"reading, pa",Value-Retail Center,Enclosed,1970,500000,79,"VF Outlet, Inc.",25.746714205611802
Lancaster,The Shoppes at Wyomissing,PA9501,Reading,PA,Rtes. 422 & 222,"reading, pa",Lifestyle/Specialty Center,Open,2007,103984,30,American Rlty Capital Retail Ctrs,26.1648043597729
Lancaster,Broadcasting Square,PA0118,Wyomissing,PA,Broadcasting Road & Paper Mill Rd.,"reading, pa",Power Center,Open,2000,615811,53,S Ridge Management,26.2001849285845
Lancaster,Reading Station Outlet Center,PA0054,Reading,PA,Sixth & Spring Sts.,"reading, pa",Value-Retail Center,Enclosed,1992,151000,5,Douglas Development Corporation,27.294833430114632
Lancaster,Shops at the ROC,PA0133,Reading,PA,9th & Windsor St. 8th & Oley St.,"reading, pa",Value-Retail Center,Open,2000,360000,40,Shuman Development Group,27.30315369549898
Lancaster,Ashbridge Square,PA0122,Downingtown,PA,Rte. 30 & E. Lancaster Ave.,"philadelphia-camden-wilmington, pa-nj-de-md",Power Center,Open,2000,386248,18,DDR Corp.,28.44318676994918
Lancaster,The Promenade at Chester Springs,PA9554,Glenmoore,PA,Rtes. 401 & 100,"philadelphia-camden-wilmington, pa-nj-de-md",Lifestyle/Specialty Center,Open,2020,129900,11,"Promenade Chester Springs, LP",28.713892553036676
Lancaster,Brandywine Square,PA0071,Downingtown,PA,Lancaster Ave & Quarry Road,"philadelphia-camden-wilmington, pa-nj-de-md",Power Center,Open,1990,603668,25,Allied Properties,28.890148490653075
Lancaster,Fairgrounds Square Mall,PA0880,Reading,PA,Rte. 222 & N. Fifth St. Hwy.,"reading, pa",Regional Center,Enclosed,1980,748000,97,Hull Property Group,28.903819667470895
Lancaster,Delco Plaza,PA0068,W. Manchester Township,PA,Carlisle Rd. & 30,"york-hanover, pa",Power Center,Open,1977,353348,25,Allied Properties,29.277535213619434
Lancaster,Tanger Outlet Center,PA0130,Hershey,PA,Routes 743 & 39 (Hershey Park Drive),"harrisburg-carlisle, pa",Value-Retail Center,Open,1995,247500,65,"Tanger Factory Outlet Centers, Inc.",29.30079203574859
Lancaster,West Manchester Town Center,PA1640,York,PA,Rte. 74 & U.S. Rte. 30 Bypass,"york-hanover, pa",Regional Center,Open,1981,742000,30,"M&R Investors, LLC",29.483031080785114
Lancaster,Town Square Plaza,PA9524,Temple,PA,U.S. 222 Business (N. 5th St. Hwy.) & Water St.,"reading, pa",Power Center,Open,NA,254957,12,Paramount Realty Services,29.987854911851652
Lancaster,Main Street at Exton,PA8968,Exton,PA,Hwy. 100 & Hwy. 30,"philadelphia-camden-wilmington, pa-nj-de-md",Lifestyle/Specialty Center,Open,2002,759957,42,"Wolfson Group, Inc.",31.447104106117514
Lancaster,Exton Square Mall,PA0094,Exton,PA,Rtes. 30 & 100,"philadelphia-camden-wilmington, pa-nj-de-md",Super-Regional Center,Enclosed,1973,1088000,111,PREIT,31.46075234788898
Lancaster,Woodlands Perryville Town Commons,MD9192,Perryville,MD,Pulaski Hwy. & Coudon Blvd.,"baltimore-towson, md",Lifestyle/Specialty Center,Open,NA,100000,5,Town Point Development,32.46453106016107
Lancaster,Coventry Mall,PA1300,Pottstown,PA,Rtes. 724 & 100,"philadelphia-camden-wilmington, pa-nj-de-md",Regional Center,Enclosed,1966,802275,102,"Pennmark Coventry Holdings, LLC",32.94720704894116
Lancaster,Swatara Plaza at the Concourse,PA9538,Swatara Township,PA,Chambers Hill Rd. & Rte. 322,"harrisburg-carlisle, pa",Lifestyle/Specialty Center,Open,2017,600000,0,Smith Land & Improvement Corp.,34.05437005539479
Lancaster,Upland Square Shopping Center,PA9483,Stowe,PA,Rte. 100 (Pottstown Pike) & Upland Square Dr.,"philadelphia-camden-wilmington, pa-nj-de-md",Power Center,Open,2009,541699,42,NA,34.24128491321001
Lancaster,Maiden Creek Crossings,PA9479,Kutztown,PA,Route 222 & Schaeffer Rd.,"reading, pa",Regional Center,Open,2017,589616,30,"Wolfson Group, Inc.",34.602927102706516
Lancaster,Harford Mall & Harford Annex,MD0220,Bel Air,MD,US Rt. 1 & MD Rt. 24,"baltimore-towson, md",Regional Center,Enclosed,1972,505383,88,CBL Properties,35.23548292805326
Lancaster,Tollgate Marketplace,MD0061,Bel Air,MD,U.S. Hwy. 1 (Bell Air Rd.) & S. Tollgate Rd.,"baltimore-towson, md",Power Center,Open,1996,390523,34,"RPAI US Management, LLC",35.34666883879631
Lancaster,Harrisburg Mall,PA0460,Harrisburg,PA,I-83 & Paxton St.,"harrisburg-carlisle, pa",Regional Center,Enclosed,1969,992165,70,"St. John Properties, Inc.",35.841093162182
Lancaster,Paxton Towne Center,PA0090,Harrisburg,PA,Jonestown Rd. (Rte 22) & Devonshire,"harrisburg-carlisle, pa",Power Center,Open,2000,717500,29,The Kroenke Group,36.285931021145096
Lancaster,Kirkwood Plaza,DE0113,Wilmington,DE,Kirkwood Hwy. & Farrand Drive,"philadelphia-camden-wilmington, pa-nj-de-md",Power Center,Open,1960,310000,24,Oekos Management Corporation,36.49064282109155
Lancaster,Colonial Commons,PA0048,Harrisburg,PA,Jonestown Rd. & Colonial Commons Center Dr.,"harrisburg-carlisle, pa",Power Center,Open,1991,461914,41,"Cedar Realty Trust, Inc.",36.61032733924568
Lancaster,Colonial Park Mall,PA0440,Harrisburg,PA,Rt. 22 & Colonial Rd.,"harrisburg-carlisle, pa",Regional Center,Enclosed,1960,739187,88,Kohan Retail Investment Group,36.92213337214892
Lancaster,Uptown Worthington,PA9493,Malvern,PA,Rte. 202 & Rte. 29,"philadelphia-camden-wilmington, pa-nj-de-md",Lifestyle/Specialty Center,Open,2016,646113,10,O'Neill Properties Group,37.133000608852804
Lancaster,Gateway at Sanatoga,PA9487,Limerick,PA,Route 422 & Evergreen Rd.,"philadelphia-camden-wilmington, pa-nj-de-md",Power Center,Open,2011,412000,40,O'Neill Properties Group,37.18974913999169
Lancaster,Philadelphia Premium Outlets,PA8967,Limerick,PA,Evergreen Rd. & Lightcap Rd.,"philadelphia-camden-wilmington, pa-nj-de-md",Value-Retail Center,Open,2007,549106,150,Premium Outlets | Simon,37.44098729473713
Lancaster,Greenville Center,DE0081,Greenville,DE,Buck Rd. & Kennett Pike,"philadelphia-camden-wilmington, pa-nj-de-md",Lifestyle/Specialty Center,Open,1972,133471,38,Stoltz Management,37.45047778776212
Lancaster,Prices Corner,DE0040,Wilmington,DE,Kirkwood Highway & Route 141,"philadelphia-camden-wilmington, pa-nj-de-md",Power Center,Open,1963,497244,42,Arrow Real Estate Services,37.49650635984331
Lancaster,Center Pointe Plaza I&II,DE0008,Newark,DE,Old Churchman's Road (DE Rte. 58),"philadelphia-camden-wilmington, pa-nj-de-md",Power Center,Open,1997,440326,42,Capano Management Co.,37.55256205947516
Lancaster,Barley Mill Plaza,DE0115,Wilmington,DE,Rte. 141 (Centre Rd.) & Rte. 48 (Lancaster Trnpk.),"philadelphia-camden-wilmington, pa-nj-de-md",Lifestyle/Specialty Center,Open,2020,454000,25,Pettinaro,37.73941397930445
Lancaster,The Shoppes at Brinton Lake,PA0146,Glen Mills,PA,Rtes. 1 & 322,"philadelphia-camden-wilmington, pa-nj-de-md",Lifestyle/Specialty Center,Open,2001,195536,36,Poag Shopping Centers,37.756240421551695
Lancaster,Promenade at Christiana,DE0124,Newark,DE,Eagle Run Rd. & I-95,"philadelphia-camden-wilmington, pa-nj-de-md",Power Center,Open,2018,393895,20,Kimco Realty Corporation,38.06292212359522
Lancaster,The Shoppes at Susquehanna Mktpl.,PA9376,Harrisburg,PA,I-81 & I-83,"harrisburg-carlisle, pa",Lifestyle/Specialty Center,Open,2004,110384,26,"Bayer Properties, LLC",38.106407743916044
Lancaster,Concordville Town Centre,PA9528,Glen Mills,PA,Rtes. 1 & 322,"philadelphia-camden-wilmington, pa-nj-de-md",Power Center,Open,2008,538160,35,Brandolini Companies,38.19467387176975
Lancaster,Christiana Town Center,DE0126,Christiana,DE,W. Main St. & Rte. 273,"philadelphia-camden-wilmington, pa-nj-de-md",Power Center,Open,2001,456000,16,Christiana Town Center LLC,38.39775685752141
Lancaster,Market Square,DE0122,Wilmington,DE,Concord Pike (Route 202) & Naaman's Rd.,"philadelphia-camden-wilmington, pa-nj-de-md",Lifestyle/Specialty Center,Open,NA,102047,16,Acadia Realty Trust,38.48356995651197
Lancaster,Christiana Mall,DE0060,Newark,DE,I-95 & Rte. 1,"philadelphia-camden-wilmington, pa-nj-de-md",Super-Regional Center,Enclosed,1978,1267241,154,GGP,38.5829879682836
Lancaster,Concord Mall,DE0080,Wilmington,DE,Naaman's Rd. & Concord Pike,"philadelphia-camden-wilmington, pa-nj-de-md",Regional Center,Enclosed,1968,893174,75,Allied Properties,38.58697186706676
Lancaster,Brandywine Town Center,DE0003,Wilmington,DE,Rte. 202 (Concord Pike) & Rte. 92 (Naamans Rd.),"philadelphia-camden-wilmington, pa-nj-de-md",Power Center,Open,1997,874989,29,Acadia Realty Trust,38.65548554566843
Lancaster,Christiana Center,DE0004,Newark,DE,Route 58 & Route 4,"philadelphia-camden-wilmington, pa-nj-de-md",Power Center,Open,1978,306140,15,The Kroenke Group,38.83132901578001
Lancaster,Boulevard at Box Hill,MD9184,Abingdon,MD,Emmorton Rd. (MD Rte. 924) & Box Hill S. Pkwy.,"baltimore-towson, md",Lifestyle/Specialty Center,Open,2011,360000,30,Ward Properties,38.88224453782189
Lancaster,Christiana Fashion Center,DE0129,Christiana,DE,Delaware 1 & I-95,"philadelphia-camden-wilmington, pa-nj-de-md",Regional Center,Open,2015,559783,44,Allied Properties,38.939385163152025
Lancaster,Capital City Mall,PA0160,Camp Hill,PA,Rte. 15 & Gettysburg Rd.,"harrisburg-carlisle, pa",Regional Center,Enclosed,1974,618000,97,PREIT,40.04608402259957
Lancaster,Providence Town Center,PA0167,Collegeville,PA,Rtes. 422 & 29,"philadelphia-camden-wilmington, pa-nj-de-md",Lifestyle/Specialty Center,Open,2009,777317,85,Brandolini Companies,40.340401604168825
Lancaster,The Court at Upper Providence,PA9492,Upper Providence Twp.,PA,Township Line Rd. & Ridge Pike,"philadelphia-camden-wilmington, pa-nj-de-md",Power Center,Open,2007,400000,25,Gambone Development Company,40.36304920702059
Lancaster,Marketplace at Oaks,PA9469,Oaks,PA,Egypt Rd. & Rte. 22,"philadelphia-camden-wilmington, pa-nj-de-md",Power Center,Open,2002,1500000,34,Audubon Land Development,41.2521151958072
Lancaster,The Shoppes at Marville,PA9457,Newtown Square,PA,Alice Grim Blvd. & West Chester Pike,"philadelphia-camden-wilmington, pa-nj-de-md",Lifestyle/Specialty Center,Open,2013,300000,45,National Realty Corporation,42.00648025273685
Lancaster,Middletown Commons,PA9131,Media,PA,Rte. 1 (Baltimore Pike) & Rte. 452,"philadelphia-camden-wilmington, pa-nj-de-md",Lifestyle/Specialty Center,Open,2017,368000,NA,The McKee Group,42.155089622964816
Lancaster,Merchant's Square,DE0119,Wilmington,DE,Governor Printz Blvd. & Edgemoor Rd.,"philadelphia-camden-wilmington, pa-nj-de-md",Power Center,Open,1950,260996,21,Allied Properties,42.18762375489423
Lancaster,Newtown Square,PA9526,Newtown Square,PA,West Chester Pike (PA Rte. 3),"philadelphia-camden-wilmington, pa-nj-de-md",Lifestyle/Specialty Center,Open,1970,142597,25,Regency Centers,42.47622904470411
Lancaster,Granite Run Mall,PA0820,Media,PA,Rte. 1 & Rte. 352,"philadelphia-camden-wilmington, pa-nj-de-md",Super-Regional Center,Enclosed,1974,1039687,122,BET Investments,42.629675080442894
Lancaster,Hunt Valley Towne Centre,MD0300,Hunt Valley,MD,Shawan & York Rds.,"baltimore-towson, md",Regional Center,Open,1981,924000,56,Greenberg Gibbons Commercial,43.077235958671274
Lancaster,Ellis Preserve,PA9491,Newtown Square,PA,Rtes. 3 & 252,"philadelphia-camden-wilmington, pa-nj-de-md",Lifestyle/Specialty Center,Open,2017,400000,40,"Metro Commercial Real Estate, Inc",43.29511425580488
Lancaster,Hampden Commons,PA9517,Mechanicsburg,PA,Carlisle Pike & Brondle Blvd.,"harrisburg-carlisle, pa",Power Center,Open,NA,350000,5,Olympic Realty & Development Corp,43.34531395369071
Lancaster,Tri-State Mall,DE0123,Claymont,DE,Naamans Rd. & I-95,"philadelphia-camden-wilmington, pa-nj-de-md",Power Center,Open,NA,513896,57,"The Rosen Group, Inc.",43.55583458280807
Lancaster,King of Prussia Town Center,PA8961,King of Prussia,PA,N. Gulph & N. Warner Rds.,"philadelphia-camden-wilmington, pa-nj-de-md",Lifestyle/Specialty Center,Open,2016,260000,35,CBRE,43.69224765877132
Lancaster,Valley Forge Marketplace,PA0124,Norristown,PA,Trooper & Egypt Rds.,"philadelphia-camden-wilmington, pa-nj-de-md",Power Center,Open,2000,437794,13,"Del Val Properties,Assoc.",44.031028830279986
Lancaster,King of Prussia Mall,PA0620,King of Prussia,PA,Rts. 202 & Schuykill Expwy.,"philadelphia-camden-wilmington, pa-nj-de-md",Super-Regional Center,Enclosed,1963,2732000,368,"Simon Property Group, Inc.",44.13733943305867
Lancaster,Silver Spring Square,PA9462,Mechanicsburg,PA,Carlisle Pike (US Rte 11) & Silver Spring Rd.,"harrisburg-carlisle, pa",Regional Center,Open,2008,568977,33,The Wilder Companies,44.42369387249369
Lancaster,Penns Grove Riverwalk,NJ0125,Penns Grove,NJ,West Main St. & Delaware Ave (on river),"philadelphia-camden-wilmington, pa-nj-de-md",Lifestyle/Specialty Center,Open,2017,195000,50,"Fenwick Commons, LLC",44.49047391712176
Lancaster,Lutherville Station,MD0025,Lutherville,MD,W. Ridgely Rd. & York Rd.,"baltimore-towson, md",Power Center,Open,1968,268948,10,Hutensky Capital Partners,46.43797381760082
Lancaster,Paragon Outlets Baltimore,MD9208,Baltimore,MD,SEC I-95 & Rte 43 (White Marsh Blvd.),"baltimore-towson, md",Value-Retail Center,Open,2018,390000,0,"Paragon Outlet Partners, LLC",46.44496193976215
Lancaster,White Marsh Mall,MD0200,Baltimore,MD,White Marsh & Honeygo Blvds.,"baltimore-towson, md",Super-Regional Center,Enclosed,1981,1160664,142,GGP,46.73486737972224
Lancaster,Springfield Mall,PA1380,Springfield,PA,Rt. 320 & Baltimore Pike,"philadelphia-camden-wilmington, pa-nj-de-md",Regional Center,Enclosed,1974,611000,79,PREIT,46.78993870675996
Lancaster,The Avenue at White Marsh,MD0064,Baltimore,MD,Honeygo Blvd. & Corporate Dr.,"baltimore-towson, md",Lifestyle/Specialty Center,Open,1997,311000,41,Federal Realty Investment Trust,47.021180012730014
Lancaster,Fairlane Village Mall,PA1320,Pottsville,PA,Rt. 61 &  Ann St.,"pottsville, pa",Regional Center,Enclosed,1974,564971,50,c/o Levin Management,47.04627632168109
Lancaster,Towson Town Center,MD0780,Towson,MD,Fairmount Ave. & Dulaney Valley Rd.,"baltimore-towson, md",Super-Regional Center,Enclosed,1959,1020927,195,GGP,47.39811545090234
Lancaster,The Shops At Kenilworth,MD9109,Towson,MD,Kenilworth Dr. & Baltimore Beltway Exit 26,"baltimore-towson, md",Lifestyle/Specialty Center,Enclosed,1978,154000,25,Greenberg Gibbons Commercial,47.428209425528735
Lancaster,Towson Place,MD0760,Towson,MD,Putty Hill Rd. & Goucher Blvd.,"baltimore-towson, md",Power Center,Open,1983,679843,24,Kimco Realty Corporation,47.53711792775835
Lancaster,Springfield East/Springfield Park,PA1400,Springfield,PA,Baltimore Pike & Woodland Ave. (Rte 420),"philadelphia-camden-wilmington, pa-nj-de-md",Power Center,Open,1982,274000,10,National Realty Corporation,47.68098938737312
Lancaster,Towson Commons,MD9117,Towson,MD,SWC W. Pennsylvania Ave. & York Rd.,"baltimore-towson, md",Lifestyle/Specialty Center,Enclosed,1992,128000,14,Garrison Investment Group,47.73074817806086
Lancaster,Swede Square Shopping Center,PA9361,East Norriton,PA,W. Germantown Pike & Swede Rd,"philadelphia-camden-wilmington, pa-nj-de-md",Lifestyle/Specialty Center,Open,1980,100816,18,"Cedar Realty Trust, Inc.",48.54221870555416
Lancaster,The Metroplex,PA0149,Plymouth Meeting,PA,Chemical Rd. @ Gallagher Rd.,"philadelphia-camden-wilmington, pa-nj-de-md",Power Center,Open,2000,778190,23,"The Goldenberg Group, Inc.",49.45514804220826
Lancaster,Suburban Square,PA0040,Ardmore,PA,Anderson & E. Montgomery Aves.,"philadelphia-camden-wilmington, pa-nj-de-md",Lifestyle/Specialty Center,Open,1928,375486,56,Kimco Realty Corporation,49.5524609080778
Lancaster,Centre At Golden Ring,MD0080,Baltimore,MD,I-695 btwn. Rte. 40 (Pulaski Hwy.) & Rte. 7,"baltimore-towson, md",Power Center,Open,1974,480000,30,Petrie Richardson Ventures,49.631291669831676
Lancaster,Plymouth Meeting Mall,PA1280,Plymouth Meeting,PA,Germantown Pike & I-276,"philadelphia-camden-wilmington, pa-nj-de-md",Regional Center,Enclosed,1966,948000,103,PREIT,50.18977366948937
Lancaster,Westminster Crossing East & West,MD0059,Westminster,MD,Englar Rd. & Rte. 140,"baltimore-towson, md",Lifestyle/Specialty Center,Open,2004,240000,22,Greenberg Gibbons Commercial,50.847870560235314
Lancaster,TownMall of Westminster,MD0790,Westminster,MD,MD 140 & MD 27,"baltimore-towson, md",Regional Center,Enclosed,1987,628951,90,The Woodmont Company,50.923718769841926
Lancaster,Carlisle Crossing,PA9459,Carlisle,PA,I-81 @ York & Trindle Rds.,"harrisburg-carlisle, pa",Power Center,Open,2005,369233,29,VEREIT,50.969531224815135
Lancaster,Hamilton Crossings,PA9543,Trexlertown,PA,Rte. 222 Bypass & Krocks Rd.,"allentown-bethlehem-easton, pa-nj",Regional Center,Open,2016,560000,33,"The Goldenberg Group, Inc.",51.0407721686013
Lancaster,Schuylkill Mall,PA0340,Frackville,PA,I-81 & Rt. 61,"pottsville, pa",Regional Center,Enclosed,1980,727000,65,Empire Schuylkill LP,51.219958988123416
Lancaster,The Shops at 69th Street,PA9025,Upper Darby,PA,69th St. & Market St. & Walnut St.,NA,Lifestyle/Specialty Center,Open,NA,550000,70,Ashkenazy Acquisition Corp.,51.31349038174829
Lancaster,Foundry Row,MD9194,Owings Mills,MD,Reisterstown Rd. & Owings Mills Blvds.,"baltimore-towson, md",Lifestyle/Specialty Center,Open,2016,396000,22,Greenberg Gibbons Commercial,51.46036787923183
Lancaster,The Village of Cross Keys,MD9190,Baltimore,MD,Falls Rd. &  Northern Parkway,"baltimore-towson, md",Lifestyle/Specialty Center,Open,1965,88000,27,Ashkenazy Acquisition Corp.,51.520975032033974
Lancaster,Mills Station,MD8820,Owings Mills,MD,Red Run & Owings Mills Blvds.,"baltimore-towson, md",Super-Regional Center,Open,1986,640000,156,Kimco Realty Corporation,52.32242772470167
