Center,Center.Name,Mall.Code,City,State,Intersecting.Streets,MSA,Center.Classification,Design.Type,Year.Opened,GLA.sqft,Stores,OD.Company,DistBetween
Houston,Memorial City Mall,TX0002,Houston,TX,Gessner Rd. & I-10 (Katy Fwy),"houston-sugar land-baytown, tx",Super-Regional Center,Enclosed,1966,1700000,205,MetroNational,37.98195850400644
Houston,Town & Country Village,TX0039,Houston,TX,Memorial Dr. & Beltway 8,"houston-sugar land-baytown, tx",Lifestyle/Specialty Center,Open,1996,550868,100,Moody Rambin Interests,38.6109492693692
Houston,CityCentre,TX1165,Houston,TX,I-10 W. & Beltway 8,"houston-sugar land-baytown, tx",Lifestyle/Specialty Center,Open,2009,649827,66,Midway,38.85638462904206
Houston,Market Square at Eldridge Parkway,TX2107,Houston,TX,SWC Westheimer Rd. & Eldridge Pkwy.,"houston-sugar land-baytown, tx",Power Center,Open,2008,500000,45,Property Commerce,40.19658378991112
Houston,Atascocita Commons,TX8930,Humble,TX,NWQ FM 1960 E. & W. Lake Houston Pkwy.,"houston-sugar land-baytown, tx",Power Center,Open,2006,609624,29,Kimco Realty Corporation,40.20383252645595
Houston,Greens Landing,TX2106,Houston,TX,NWC I-45 & West Rd.,"houston-sugar land-baytown, tx",Power Center,Open,2006,367898,18,Property Commerce,40.210965293855494
Houston,West Oaks Mall,TX1190,Houston,TX,Westheimer Rd. & Hwy. 6 So.,"houston-sugar land-baytown, tx",Super-Regional Center,Enclosed,1984,1077060,111,Mehta Investments,41.339911166685596
Houston,Greenspoint Mall,TX1040,Houston,TX,I-45 & N. Beltway 8,"houston-sugar land-baytown, tx",Super-Regional Center,Enclosed,1976,1391432,135,NA,41.733393698097416
Houston,Deerbrook Marketplace,TX2132,Humble,TX,NEQ Hwy 59 & FM 1960,"houston-sugar land-baytown, tx",Power Center,Open,1994,359600,27,UBS Global Asset Management,42.232981889594235
Houston,Deerbrook Mall,TX1210,Humble,TX,US Hwy. 59 & FM 1960,"houston-sugar land-baytown, tx",Super-Regional Center,Enclosed,1984,1211733,140,GGP,42.25875371286205
Houston,Brazos Town Center,TX2211,Rosenberg,TX,NWC & SWC U.S. Hwy. 59 & FM 762/Reading Rd.,"houston-sugar land-baytown, tx",Super-Regional Center,Open,2007,1800000,120,NewQuest Properties,42.598009469143285
Houston,Paragon Outlets Houston,TX2311,Rosenberg,TX,SWQ US 59/I-69 & Reading Rd.,"houston-sugar land-baytown, tx",Value-Retail Center,Open,2017,300000,0,"Paragon Outlet Partners, LLC",43.00214081230453
Houston,Kingwood Commons,TX9134,Kingwood,TX,Lake Houston Pkwy. & Kingwood Dr.,"houston-sugar land-baytown, tx",Lifestyle/Specialty Center,Open,1993,164336,37,Kite Realty Group,44.51770990378635
Houston,Kingwood Parc City Center,TX2275,Houston,TX,North Park Dr. & Kingwood Dr.,"houston-sugar land-baytown, tx",Lifestyle/Specialty Center,Open,2016,250000,0,Jefco Development Corp.,45.00384645824543
Houston,Willowbrook Mall,TX1200,Houston,TX,State Hwy. 249 & FM1960,"houston-sugar land-baytown, tx",Super-Regional Center,Enclosed,1981,1449632,166,GGP,46.779427782070364
Houston,North Oaks Shopping Center,TX1120,Houston,TX,FM 1960 & Stuebner Airline,"houston-sugar land-baytown, tx",Power Center,Open,1976,410390,65,World Class Capital Group,46.81902865904672
Houston,Shops at Bella Terra,TX2083,Richmond,TX,SWC Grand Pkwy. & Westpark Tollway,"houston-sugar land-baytown, tx",Power Center,Open,2008,614465,50,Dunhill Partners,46.82163986649835
Houston,Steeplechase,TX9713,Houston,TX,Jones Rd & F.M. 1960,"houston-sugar land-baytown, tx",Power Center,Open,1982,293000,24,Henry S. Miller,47.06270902681127
Houston,Price Plaza Shopping Center,TX2174,Katy,TX,NWC I-10 & Fry Rd.,"houston-sugar land-baytown, tx",Power Center,Open,2006,621000,25,"InvenTrust Property Mgmt., LLC",47.163535691914824
Houston,Eldridge Crossing,TX2111,Houston,TX,SWC FM 1960 & Eldridge Pkwy.,"houston-sugar land-baytown, tx",Power Center,Open,2006,309093,23,Property Commerce,47.36297721886569
Houston,Willowbrook Pavilion,TX2249,Houston,TX,SWC Hwy. 249 & Millsview Rd.,"houston-sugar land-baytown, tx",Entertainment Center,Open,2007,157613,13,NewQuest Properties,47.66619880174868
Houston,LaCenterra at Cinco Ranch,TX2155,Katy,TX,Cinco Ranch Blvd. & Grand Pkwy.,"houston-sugar land-baytown, tx",Lifestyle/Specialty Center,Open,2007,368524,75,Vista Companies,48.35852623289755
Houston,The Shoppes at Cinco Ranch,TX9982,Katy,TX,FM 1093 & Spring Green Blvd.,"houston-sugar land-baytown, tx",Lifestyle/Specialty Center,Open,2016,225000,40,"Thor Equities, LLC",49.32888766272351
Houston,Louetta Central,TX9357,Spring,TX,SEC I-45 & E Louetta Road,"houston-sugar land-baytown, tx",Power Center,Open,1997,391995,20,Blackstone Group,49.43024190731377
Houston,Katy Grand Square,TX2248,Katy,TX,NEC I-10 & Grand Pkwy. (Hwy. 99),"houston-sugar land-baytown, tx",Lifestyle/Specialty Center,Open,NA,250000,18,NewQuest Properties,49.790223447282905
Houston,Grand Crossing,TX2284,Katy,TX,SWC I-10 Katy Fwy. @ Grand Pkwy.,"houston-sugar land-baytown, tx",Power Center,Open,2014,500000,19,Trammell Crow Company,50.04451158158754
Houston,Vintage Park,TX9993,Houston,TX,SH 249 & Louetta Rd.,"houston-sugar land-baytown, tx",Lifestyle/Specialty Center,Open,2007,342949,88,Dunhill Partners,50.070351732589806
Houston,Katy Mills,TX0045,Katy,TX,I-10 & Pin Oak Road,"houston-sugar land-baytown, tx",Super-Regional Center,Enclosed,1999,1638472,175,"Simon Property Group, Inc.",51.242953610640335
Houston,Stables Town Center,TX9706,Houston,TX,SWC & SEC Spring Cypress Rd. & Champion Forest Dr.,"houston-sugar land-baytown, tx",Lifestyle/Specialty Center,Open,2001,192258,30,"InvenTrust Property Mgmt., LLC",51.34243192920512
Houston,Springwoods Village Town Center,TX2276,Houston,TX,I-45 between Springwoods Village Pkwy & Grand Pkwy,"houston-sugar land-baytown, tx",Lifestyle/Specialty Center,Open,2016,100000,0,Transwestern,52.39012622806201
Houston,Spring Town Center,TX2250,Houston,TX,NE & SEC FM 2920 & Kuykendahl Rd.,"houston-sugar land-baytown, tx",Power Center,Open,2004,637911,77,NewQuest Properties,52.64737422255684
Houston,Cypress Village Station,TX2246,Houston,TX,NEC Hwy. 290 & Skinner Rd.,"houston-sugar land-baytown, tx",Lifestyle/Specialty Center,Open,NA,97303,40,NewQuest Properties,52.96342632457619
Houston,The Woodlands Mall,TX0007,The Woodlands,TX,I-45 & Lake Woodlands Dr.,"houston-sugar land-baytown, tx",Super-Regional Center,Enclosed,1994,1439075,185,GGP,56.277538289298136
Houston,Market Street The Woodlands,TX0105,The Woodlands,TX,"SWC Six Pines, Grogan's Mill & Lake Woodlands Dr.","houston-sugar land-baytown, tx",Lifestyle/Specialty Center,Open,2004,376454,90,Trademark Property Company,56.428304501572896
Houston,Pinecroft Center I & II,TX2237,The Woodlands,TX,Lake Woodlands Dr. & Pinecroft Dr.,"houston-sugar land-baytown, tx",Power Center,Open,NA,395904,60,Wulfe & Co.,56.592577552262476
Houston,Hughes Landing,TX2286,The Woodlands,TX,Lake Woodlands Drive & Lake Front Circle,"houston-sugar land-baytown, tx",Lifestyle/Specialty Center,Open,2015,197000,NA,The Woodlands Development Company,57.02310568680106
Houston,Fairfield Town Center,TX8946,Cypress,TX,Mason Rd. & Fairfield Dr.,"houston-sugar land-baytown, tx",Lifestyle/Specialty Center,Open,2013,800000,71,Washington Prime Group,57.04607480010121
Houston,Portofino Shopping Center,TX0128,Shenandoah,TX,I-45 & Tamina Rd.,"houston-sugar land-baytown, tx",Lifestyle/Specialty Center,Open,2000,515560,46,Kite Realty Group,57.23803651595782
Houston,Houston Premium Outlets,TX8945,Cypress,TX,US Hwy. 290 Btwn. Mason Rd. & Fairfield Dr.,"houston-sugar land-baytown, tx",Value-Retail Center,Open,2008,542000,147,Premium Outlets | Simon,57.55348237809967
Houston,Creekside Park Village Green,TX2265,The Woodlands,TX,Kuykendahl Rd. & Creekside Forest Dr.,"houston-sugar land-baytown, tx",Lifestyle/Specialty Center,Open,2014,74550,31,The Woodlands Development Company,57.56943925485273
Houston,Terramont Village,TX0138,Magnolia,TX,"Woodlands Pkwy, FM 2978 & Branch Crossing Dr.","houston-sugar land-baytown, tx",Power Center,Open,2006,262338,14,NA,61.57741225755006
Houston,Waller Town Center,TX2061,Waller,TX,US 290 & Binford Rd.,"houston-sugar land-baytown, tx",Lifestyle/Specialty Center,Open,2020,1500000,0,"Cullinan Properties, Ltd.",66.76995700800562
Houston,Conroe Marketplace,TX2084,North Conroe,TX,I-45 & Loop 336 W.,"houston-sugar land-baytown, tx",Power Center,Open,2006,378382,38,Kimco Realty Corporation,68.43850129592869
Houston,Teas Crossing,TX9958,Conroe,TX,NEC I-45 and Teas Rd./F.M. 3083,"houston-sugar land-baytown, tx",Lifestyle/Specialty Center,Open,2008,500000,34,Read-King Commercial Real Estate,69.00780287705004
Houston,Outlets at Conroe,TX0055,Conroe,TX,League Line Rd. & I-45,"houston-sugar land-baytown, tx",Value-Retail Center,Open,1992,282423,73,Craig Realty Group,69.48138677872987
Houston,Parkdale Mall,TX0300,Beaumont,TX,Dowlen Rd. &  Eastex Frwy.,"beaumont-port arthur, tx",Super-Regional Center,Enclosed,1973,1371870,165,CBL Properties,72.31609434420395
Houston,Central Mall,TX1740,Port Arthur,TX,Hwy. 69 & 365,"beaumont-port arthur, tx",Regional Center,Enclosed,1982,706445,73,JLL,73.73647884225903
Houston,Ravenwood Village,TX2062,Huntsville,TX,NWC Interstate 45 & Smither Rd.,"huntsville, tx",Power Center,Open,2009,415000,32,Property Commerce,93.53556035461328
Howell,Tanger Outlet Center,MI0058,Howell,MI,I-96 & N. Burkhart Rd.,"detroit-warren-livonia, mi",Value-Retail Center,Open,1997,314459,80,"Tanger Factory Outlet Centers, Inc.",0.007358081516983187
Howell,Livingston Commons,MI9250,Howell,MI,SWC Grand River Ave. & Latson Rd.,"detroit-warren-livonia, mi",Power Center,Open,NA,369737,18,RG Properties,6.611822661024792
Howell,Hartland Plaza,MI0076,Hartland,MI,NEC US Hwy. 23 & M-59,"detroit-warren-livonia, mi",Power Center,Open,2009,550000,48,NA,12.865435734070298
Howell,Green Oak Village Place,MI9097,Brighton,MI,US-23 (Lee Road),"detroit-warren-livonia, mi",Lifestyle/Specialty Center,Open,2006,494896,60,"Lormax Stern Development Co., LLC",14.694086820950194
Howell,Lyon Towne Center,MI0057,New Hudson,MI,Hwy. I-96 and Milford Road,"detroit-warren-livonia, mi",Regional Center,Open,2003,647000,10,Broder & Sachse Real Estate Svcs.,20.92131567848292
Howell,Meridian Mall,MI0560,Okemos,MI,Grand River Ave. & Marsh Rd.,"lansing-east lansing, mi",Regional Center,Enclosed,1969,973141,104,CBL Properties,22.658187725053004
Howell,White Lake Marketplace,MI0049,White Lake,MI,Highland Rd. (M-59) & Fisk Rd.,"detroit-warren-livonia, mi",Power Center,Open,1999,355447,14,Gershenson Realty & Investment,27.15789835627027
Howell,Genesee Valley Center,MI0220,Flint,MI,Inter. 69 & Inter. 75,"flint, mi",Super-Regional Center,Enclosed,1970,1300000,166,Spinoso Real Estate Group,27.372814058208046
Howell,12 Mile Crossing at Fountain Walk,MI0045,Novi,MI,Twelve Mile & Novi Rds.,"detroit-warren-livonia, mi",Lifestyle/Specialty Center,Open,2001,681000,30,Spigel Properties,27.599604410549833
Howell,West Oaks I,MI0051,Novi,MI,Novi Rd. & I-96,"detroit-warren-livonia, mi",Power Center,Open,1979,344973,11,Ramco-Gershenson Properties Trust,27.82390343915501
Howell,Eastwood Towne Center,MI0063,Lansing,MI,Town Center Blvd & Lake Lansing Rd.,"lansing-east lansing, mi",Lifestyle/Specialty Center,Open,2002,393620,58,"RPAI US Management, LLC",28.133436513977642
Howell,The Heights at Eastwood,MI9261,Lansing,MI,Lake Lansing Rd. & US 127,"lansing-east lansing, mi",Lifestyle/Specialty Center,Open,2012,120000,8,Downtown Development Authority,28.275619243814237
Howell,Twelve Oaks Mall,MI0540,Novi,MI,Novi & Twelve Mile Rds.,"detroit-warren-livonia, mi",Super-Regional Center,Enclosed,1977,1518000,182,The Taubman Company,28.290384286340487
Howell,Briarwood Mall,MI0060,Ann Arbor,MI,S. State St. & Eisenhower Blvd.,"ann arbor, mi",Regional Center,Enclosed,1973,982500,135,"Simon Property Group, Inc.",29.297918955006864
Howell,Arbor Hills,MI9265,Ann Arbor,MI,Washtenaw Ave. & S. Huron Parkway,"ann arbor, mi",Lifestyle/Specialty Center,Open,2013,87395,23,Washington Prime Group,29.480119764530368
Howell,Arborland Center,MI0030,Ann Arbor,MI,Washtenaw Ave. & US 23,"ann arbor, mi",Power Center,Open,1983,403536,29,"Brixmor Property Group, Inc.",29.757496707136855
Howell,Jackson Crossing,MI0014,Jackson,MI,I-94 & US 127,"jackson, mi",Regional Center,Enclosed,1967,674012,64,Ramco-Gershenson Properties Trust,32.90579673061237
Howell,The Gateway Center,MI9052,W. Bloomfield,MI,NWC 14 Mile & Orchard Lake Rds.,"detroit-warren-livonia, mi",Power Center,Open,1999,272880,15,The Surnow Company,33.011510398174266
Howell,Jackson West,MI0052,Jackson,MI,I-94 & US 127,"jackson, mi",Power Center,Open,1996,209800,8,Ramco-Gershenson Properties Trust,33.117103865533636
Howell,Lansing Mall,MI0480,Lansing,MI,M-43 (Saginaw Hwy) & Elmwood,"lansing-east lansing, mi",Regional Center,Enclosed,1969,837960,100,Brookfield Properties Retail,33.15748341614355
Howell,The Courtyard Shopping Center,MI9186,Burton,MI,E. Court St. & Commerce Pkwy.,"flint, mi",Power Center,Open,1989,269810,16,NA,33.309173881097685
Howell,North Orchard Plaza,MI0066,Farmington Hills,MI,Northwestern Hwy. East of Orchard Lake Rd.,"detroit-warren-livonia, mi",Lifestyle/Specialty Center,Open,2004,650000,5,Grand Sakwa Properties,33.55355988240091
Howell,Summit Place,MI0940,Waterford,MI,Telegraph & Elizabeth Lake Rds.,"detroit-warren-livonia, mi",Super-Regional Center,Enclosed,1962,1300000,177,Sperry Van Ness,34.06006367840059
Howell,Westwood Mall,MI0360,Jackson,MI,West Michigan Ave. @ Brown St.,"jackson, mi",Regional Center,Enclosed,1972,509135,57,Brookfield Properties Retail,34.15533852151444
Howell,Crossroads Village,MI9235,Canton,MI,Beck Rd. & Michigan Ave.,"detroit-warren-livonia, mi",Power Center,Open,2008,310000,19,"Lormax Stern Development Co., LLC",35.09658324675429
Howell,The Marketplace at Delta Township,MI0048,Lansing,MI,SWC I-96 & W. Saginaw Hwy.,"lansing-east lansing, mi",Power Center,Open,2000,544604,24,"GDA Real Estate Services, LLC",35.34249522588952
Howell,Baldwin Commons,MI9249,Orion Township,MI,"Baldwin Rd., North of I-75","detroit-warren-livonia, mi",Power Center,Open,1999,400000,29,"Lormax Stern Development Co., LLC",35.4739173111986
Howell,Great Lakes Crossing Outlets,MI0038,Auburn Hills,MI,I-75 at Baldwin & Joslyn Rds.,"detroit-warren-livonia, mi",Value-Retail Center,Enclosed,1998,1355000,188,The Taubman Company,35.970416805865376
Howell,The Auburn Mile,MI0050,Auburn Hills,MI,I-75 btwn. Brown & Baldwin Rds.,"detroit-warren-livonia, mi",Power Center,Open,2000,624212,15,Ramco-Gershenson Properties Trust,36.41223769105983
Howell,Westland Shopping Center,MI0960,Westland,MI,Wayne & Warren Rds.,"detroit-warren-livonia, mi",Super-Regional Center,Enclosed,1965,1064000,104,Namdar Realty Group,36.63067707313868
Howell,Tel-Twelve,MI0760,Southfield,MI,Telegraph & Twelve Mile Rds.,"detroit-warren-livonia, mi",Power Center,Open,1968,523392,22,Ramco-Gershenson Properties Trust,37.42306971255321
Howell,Millennium Park,MI0073,Livonia,MI,SEQ Schoolcraft & Middlebelt Rds.,"detroit-warren-livonia, mi",Power Center,Open,2000,625670,22,Ramco-Gershenson Properties Trust,37.94760738090346
Howell,Wonderland Village,MI0520,Livonia,MI,Plymouth Rd. & Middlebelt Rd.,"detroit-warren-livonia, mi",Power Center,Open,1959,451017,35,"Middlebelt Plymouth Venture, LLC",38.0449299672223
Howell,Vienna Town Square,MI8947,Clio,MI,SEQ Vienna Rd. & N. Linden Rd.,"jackson, mi",Power Center,Open,2006,460000,20,NA,39.723602339335066
Howell,Adams Marketplace,MI9236,Rochester Hills,MI,M-59 & Adams Rd.,"detroit-warren-livonia, mi",Regional Center,Open,NA,550992,35,Grand Sakwa Properties,40.38888265563006
Howell,Redford Plaza,MI8850,Redford,MI,SWC Telegraph Rd. (Hwy. 24) & W. Chicago St.,"detroit-warren-livonia, mi",Power Center,Open,1964,328383,29,"Brixmor Property Group, Inc.",40.87884759845184
Howell,The Village of Rochester Hills,MI0032,Rochester Hills,MI,N. Adams & Walton Rds.,"detroit-warren-livonia, mi",Lifestyle/Specialty Center,Open,2002,374250,59,"Robert B. Aikens & Assoc., LLC",41.20832115932
Howell,The Somerset Collection,MI0880,Troy,MI,W. Big Beaver Rd. @ Coolidge,"detroit-warren-livonia, mi",Super-Regional Center,Enclosed,1969,1443000,180,The Forbes Company,41.664631038912724
Howell,Outlets of Michigan,MI9270,Romulus,MI,NEC I-94 & Vining Rd.,"detroit-warren-livonia, mi",Value-Retail Center,Open,2018,350000,80,NA,41.871188042992664
Howell,Northland Shopping Center,MI0720,Southfield,MI,"Greenfield, Northwestern Hwy. & Northland Dr.","detroit-warren-livonia, mi",Lifestyle/Specialty Center,Enclosed,1954,185000,140,NA,42.12153522264678
Howell,Hampton Village Centre,MI8910,Rochester Hills,MI,Rochester Rd. btwn. Auburn Rd. & Barclay Cr.,"detroit-warren-livonia, mi",Regional Center,Open,1990,557299,63,"Brixmor Property Group, Inc.",44.30118097740197
Howell,Birch Run Premium Outlets,MI0024,Birch Run,MI,Birch Run Rd. & I-75,"saginaw-saginaw township north, mi",Value-Retail Center,Open,1986,680782,145,Premium Outlets | Simon,44.57078011975047
Howell,Fairlane Town Center,MI0180,Dearborn,MI,"Southfield Expwy., Ford Rd. & Michigan Ave.","detroit-warren-livonia, mi",Super-Regional Center,Enclosed,1976,1415017,131,Starwood Retail Partners LLC,44.84908956616837
Howell,Oakland Mall,MI0840,Troy,MI,I-75 & 14 Mile Rds.,"detroit-warren-livonia, mi",Super-Regional Center,Enclosed,1968,1500000,105,CBRE,45.572836749376975
Howell,Gateway Marketplace,MI9230,Detroit,MI,Woodward Ave. & 8 Mile Rd.,"detroit-warren-livonia, mi",Lifestyle/Specialty Center,Open,2013,370000,17,"Redico Management, Inc.",46.410370575002446
Howell,Independence Marketplace,MI9087,Allen Park,MI,NEC Southfield Frwy. (39) & Outer Dr.,"detroit-warren-livonia, mi",Power Center,Open,2006,345384,28,"Lormax Stern Development Co., LLC",46.5460611865991
Howell,Fairlane Green,MI9238,Allen Park,MI,I-94 & Southfield Freeway,"detroit-warren-livonia, mi",Power Center,Open,2005,401050,37,DDR Corp.,46.62236885304152
Howell,Sterling Heights Center,MI9251,Sterling Heights,MI,Metropolitan Pkwy. & Dequindre Rd.,"detroit-warren-livonia, mi",Power Center,Open,2010,277280,15,The DESCO Group,46.70905282483321
Howell,Universal Shopping Center,MI0920,Warren,MI,Dequindre & Twelve Mile Rds.,"detroit-warren-livonia, mi",Regional Center,Open,1965,560767,53,"Universal Mall Properties, LLC",47.38063692232227
Howell,Southland Center,MI0820,Taylor,MI,Pardee & Eureka Rds.,"detroit-warren-livonia, mi",Regional Center,Enclosed,1970,915197,120,Rouse Properties,47.88308756968169
Howell,Sears Lincoln Park Shopping Center,MI0490,Lincoln Park,MI,Southfield Rd. & Dix Ave.,"detroit-warren-livonia, mi",Regional Center,Open,1957,641769,30,Grand Sakwa Properties,48.15396070096616
Howell,The Shops at Sterling Ponds,MI0036,Sterling Heights,MI,14 Mile Road & Van Dyke Road,"detroit-warren-livonia, mi",Regional Center,Open,1996,453593,25,Gallo Companies,49.58151982077242
Howell,Utica Park Place,MI0009,Utica,MI,Van Dyke Expy. (M53) & Hall Rd. (M59),"detroit-warren-livonia, mi",Power Center,Open,NA,477247,10,"Redico Management, Inc.",50.473422097920704
Howell,Lakeside Mall,MI0790,Sterling Heights,MI,M-59 & Schoenherr Rd.,"detroit-warren-livonia, mi",Super-Regional Center,Enclosed,1976,1550450,121,JLL,51.54427307443264
Howell,GM Renaissance Center,MI0200,Detroit,MI,Jefferson Ave. & Beaubien,"detroit-warren-livonia, mi",Lifestyle/Specialty Center,Enclosed,1977,230000,85,"Riverfront Holdings, Inc.",52.940840164286854
Howell,The Mall At Partridge Creek,MI0071,Clinton Township,MI,Hall Road(M-59) Btwn. Garfield & Romeo Plank Rd.,"detroit-warren-livonia, mi",Lifestyle/Specialty Center,Open,2007,607000,95,Starwood Retail Partners LLC,53.58738858139128
Howell,Macomb Mall,MI0660,Roseville,MI,Gratiot & Masonic Ave.(13.5 Mile Rd.),"detroit-warren-livonia, mi",Regional Center,Enclosed,1964,933492,75,"Lormax Stern Development Co., LLC",55.477686745632816
Howell,Eastland Center,MI0320,Harper Woods,MI,Vernier Rd. (8 Mile Rd.) & Kelly Rd.,"detroit-warren-livonia, mi",Super-Regional Center,Enclosed,1957,1319000,122,Spinoso Real Estate Group,55.533874847953015
Howell,The Mall of Monroe,MI0525,Monroe,MI,N. Monroe St. & Michigan,"monroe, mi",Regional Center,Enclosed,1988,532721,51,Cafaro,56.07320500868885
Howell,Outlets of Southeast Michigan,MI9268,Chesterfield Township,MI,I-94 & Hall Rd. (M-59),"detroit-warren-livonia, mi",Value-Retail Center,Open,2016,350000,80,"Jeffrey R. Anderson R/E, Inc.",58.85460038999586
Howell,Fashion Square Mall,MI0680,Saginaw,MI,Tittabawassee & Bay Rds.,"saginaw-saginaw township north, mi",Regional Center,Enclosed,1972,901181,112,Namdar Realty Group,58.9717699654031
Howell,Bay Valley Shopping Center,MI0008,Saginaw,MI,Tittabawassee Rd. & Trautner Dr.,"saginaw-saginaw township north, mi",Power Center,Open,1992,360000,20,Friedman Integrated R/E Solutions,59.42302595299644
Howell,Waterside Marketplace,MI9243,Chesterfield,MI,Cotton Rd. & Vergote Dr.,unspecified,Power Center,Open,2008,547447,31,DDR Corp.,59.56319456237711
Howell,Lakeview Square Mall,MI0070,Battle Creek,MI,I-94 & M-66,"battle creek, mi",Regional Center,Enclosed,1983,559000,69,"GK Development, Inc.",65.54584360909436
Howell,Franklin Place,OH9370,Toledo,OH,Monroe St. & Talmadge Rd.,"toledo, oh",Power Center,Open,1991,299053,15,Devonshire REIT,65.98268997966726
Howell,Franklin Park Mall,OH1220,Toledo,OH,Monroe St. & Talmadge Rd.,"toledo, oh",Super-Regional Center,Enclosed,1971,1298000,150,Starwood Retail Partners LLC,66.57454845035986
Howell,Hampton Towne Centre,MI0210,Essexville,MI,Center (M-25) & Pine Rds.,"bay city, mi",Lifestyle/Specialty Center,Open,1975,253551,0,Dore & Associates,67.50911455231011
Howell,Willowbrook Village Shopping Center,MI9222,Coldwater,MI,Willowbrook Rd & U.S. 12,"coldwater, mi",Power Center,Open,1991,179741,NA,NA,68.54906752073879
Howell,Bay City Mall,MI0021,Bay City,MI,State St. & Wilder Rd.,"bay city, mi",Regional Center,Enclosed,1991,526314,60,"Lormax Stern Development Co., LLC",69.54132929439317
Howell,Spring Meadows Place,OH0021,Holland,OH,McCord Rd & Airport Hwy.,"toledo, oh",Power Center,Open,1987,818466,30,Ramco-Gershenson Properties Trust,71.19394939982044
Howell,Toledo Commons,OH0134,Toledo,OH,Glendale Ave. @ Oakhill Court,"toledo, oh",Power Center,Open,2004,256974,19,Tolson Enterprises,72.54361489996246
Howell,Midland Mall,MI0022,Midland,MI,US 10 & Eastman Rd.,"midland, mi",Regional Center,Enclosed,1991,514252,65,Kohan Retail Investment Group,72.66828056565858
Howell,The Shoppes at Fallen Timbers,OH0112,Maumee,OH,Russell Rd. & Fallen Timbers Ln,"toledo, oh",Lifestyle/Specialty Center,Open,2007,612641,56,GGP,75.61603600139601
Howell,Indian Hills Plaza,MI0047,Mt. Pleasant,MI,E. Blue Grass Rd. & S. Mission Rd. (US 27),"mount pleasant, mi",Power Center,Open,1990,211348,20,Gator Investments,76.258460697519
Howell,Crossroads Centre,OH0141,Rossford,OH,US-20 & Thompson Rd.,"toledo, oh",Power Center,Open,2001,470245,22,Ramco-Gershenson Properties Trust,77.49408126745168
Howell,Town Center at Levis Commons,OH0148,Perrysburg,OH,NWQ of I-475 & Route 25,"toledo, oh",Lifestyle/Specialty Center,Open,2004,369500,NA,"Hill Partners, Inc.",77.7486961674721
Howell,The Outlet Shoppes at Fremont,IN0037,Fremont,IN,Interstate 69 & Interstate 80-90,"angola, in",Value-Retail Center,Open,1984,229029,28,Horizon Group Properties,80.17691690106105
Howell,Port Huron Shopping Center,MI0056,Port Huron,MI,24th St. & Howard St.,"detroit-warren-livonia, mi",Power Center,Open,1998,200000,9,"RD Management, LLC",82.07979391182842
Howell,Shops at Center Point,MI0260,Grand Rapids,MI,28th St. SE & E. Beltline Rd.,"grand rapids-wyoming, mi",Power Center,Open,1967,575000,62,Stonemar Properties,82.92340404760081
Howell,Woodland Mall,MI0300,Grand Rapids,MI,28th St. & E. Beltline Rd.,"grand rapids-wyoming, mi",Super-Regional Center,Enclosed,1968,1170000,114,PREIT,83.4525953520559
Howell,Birchwood Mall,MI0006,Port Huron,MI,State Hwy. M-25 @ Keewahdin Rd.,"detroit-warren-livonia, mi",Regional Center,Enclosed,1990,725000,96,Rouse Properties,83.46182533244759
Howell,Village at Knapp's Crossing,MI9246,Grand Rapids,MI,E. Beltline Ave. & Knapp St. NE,"grand rapids-wyoming, mi",Lifestyle/Specialty Center,Open,2010,233248,40,"Lormax Stern Development Co., LLC",84.99500300694193
Howell,Southland Shopping Center,MI0600,Portage,MI,S. Westnedge Ave. & Milham Rd.,"kalamazoo-portage, mi",Power Center,Open,1961,387000,35,Meyer C. Weiner Company,85.96125482363102
Howell,The Crossroads,MI0580,Portage,MI,South of I-94 on Westnedge Ave.,"kalamazoo-portage, mi",Regional Center,Enclosed,1980,769215,97,GGP,86.26605878463972
Howell,Tanger Outlets Grand Rapids,MI9269,Byron Center,MI,SWC Hwy. 131 & 84th St.,"grand rapids-wyoming, mi",Value-Retail Center,Open,2015,357080,80,"Tanger Factory Outlet Centers, Inc.",86.29091555946307
Howell,WestMain,MI0460,Kalamazoo,MI,WestMain St. & Drake Rd.,"kalamazoo-portage, mi",Power Center,Open,1999,400000,18,Meyer C. Weiner Company,87.49252530589388
Howell,Maple Hill Pavilion,MI0440,Kalamazoo,MI,W. Main St. & Rte. 131,"kalamazoo-portage, mi",Power Center,Open,1971,505386,32,Devonshire REIT,87.5325817838531
Howell,Shoppes On South Main,OH9472,Bowling Green,OH,S. Main St. & E. Gypsy Lane Rd.,"toledo, oh",Power Center,Open,2001,222306,21,DDR Corp.,89.29763688714024
Howell,RiverTown Crossings,MI0042,Grandville,MI,RiverTown Pkwy. & Wilson Ave.,"grand rapids-wyoming, mi",Super-Regional Center,Enclosed,1999,1250000,145,GGP,91.20283472189877
Howell,Grandville Marketplace,MI0062,Grandville,MI,Rivertown Pkwy. SW & I-196,"grand rapids-wyoming, mi",Power Center,Open,2001,371687,26,DDR Corp.,92.17649149290693
Lancaster,Tanger Outlet Center,PA8962,Lancaster,PA,Stanley K. Tanger Blvd. & Hwy 30,"lancaster, pa",Value-Retail Center,Open,1994,377267,70,"Tanger Factory Outlet Centers, Inc.",0.027803897729790618
Lancaster,Mill Creek Square,PA9454,Lancaster,PA,Lincoln Highway (US Route 30),"lancaster, pa",Power Center,Open,2010,285000,30,"High Real Estate Group, LLC",0.7490688808904657
